titulo,direccion,precio,descripcion,construido,terreno,fecha,ide
Casa Amplia en Colonia Villa Guerrero - Cerca Tren Ligero,Isla Izaro 2892,"MN 2,100,000","Casa en Venta Colonia Villa Guerrero en Guadalajara, cerca de Iglesias, Escuelas, Comercios, etc. Fácil acceso a transporte público como rutas de camión y tren ligero. 5 Recámaras 2 Baños Completos Cocina Integral Remodelada Patio de Servicio Grande mayormente techado Estacionamiento para un auto 2 Balcones Estar de TV o Estudio en Planta Alta Excelentes Condiciones Cochera con portón Manual",199m²,126m²,Publicado hace 144 días,
"Excelente Oportunidad, Casa con Tres Locales en Planta Baja en Guadalajara",Carabelas,"MN 5,000,000","Excelentes 3 locales comerciales en planta baja y casa en planta alta con cuatro recámaras y dos baños. Propiedad con ubicación inmejorable, a pocas cuadras de Av. Colón. Ideal para inversionistas y precio negociable.",320m²,180m²,Publicado hace 25 días,
Casa en Venta en Jardines del Nilo,"RIO NILO #3290 , 0","MN 2,606,202","Nocnok ID: MX18-ER4351. ¡APROVECHA OPORTUNIDAD!! INMUEBLE DE RECUPERACIÓN BANCARIA, ACEPTAMOS CRÉDITOS, EL TIEMPO DE ENTREGA ES DE 2 MESES, 20% DE APARTADO, EL RESTO A LA FIRMA DE ESCRITURAS. EL TRATO ES DIRECTO CON EL DUEÑO DEL INMUEBLE.ADVERTENCIA: Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema.",289m²,123m²,Publicado hace 30 días,
Casa en Venta en Colonia Francisco Villa,Luis Covarrubias 3367,"MN 900,000","CASA CON VISTA LA AVENIDA PRINCIPAL, CERCA DE 8 DE JULIO Y LA UTEJ, PLANTA ALTA CON TRES RECAMARAS, TERRAZA AL FRENTE Y PREPARACION PARA MEDIO BAÑO, AREA DE LAVADO Y PATIO DE SERVICIO, COCHERA TECHADA CON CANCEL, BAÑO CON TINA, COCINA INTEGRAL, CERCA DE TODOS LOS SERVICIOS Y RUTAS DE CAMION.",124m²,67m²,Publicado hace 98 días,
Magnifica Residencia en Colinas de San Javier!,Colinas de san Javier,"MN 32,900,000","Magnifica residencia en colinas de san Javier!! $ Ver datos Superficie de terreno 1,850 m2 Superficie de construcción 700 m2 Planta baja: Cochera 5 autos, cuarto de vigilante con baño completo. Estudio Sala, comedor, amplio recibidor, bar, medio baño, cocina, cuarto de servicio, patio de servicio 2 terrazas con vista al jardín, jardín con desniveles con sistema de riego Jardin en desnivel parte trasera de la casa Terraza para eventos con 3 baños Salón de juegos con baño completo 2 bodegas. Planta alta: Cuarto de TV 3 recamaras con baño y vestidor cada una , la principal con Jacuzzi.",700m²,1850m²,Publicado hace 101 días,55808011
Casa en Colonia Americana (Posible Vertical),Jose Guadalupe Zuno 2274,"MN 27,750,000","SE VENDE COMO TERRENO CASA COLONIA AMERICANA: SON 1258 M2 DIMENSIÓN 28.9 X 45.10 REGULAR CUENTA CON POZO PROFUNDO REGISTRADO, IDEAL PARA DESARROLLO INMOBILIARIO VERTICAL U OFICINAS CORPORATIVAS, 28 CUBÍCULOS, 2 OFICINAS GRANDES, SALA DE JUNTAS, AREA DE CALL CENTER. (16M2) + LIBRE DE GRAVAMEN PARA ESCRITURAR",800m²,1258m²,Publicado hace 6 días,
Casa Grande Cerca del Estadio Jalisco,STA CATARINA 2651,"MN 3,280,000","CÉNTRICA PROPIEDAD A 3 MIN DEL ESTADIO JALISCO. LA PROPIEDAD CUENTA CON: COCHERA PARA 3 AUTOS, AMPLIO JARDÍN FRONTAL, TERRAZA, INGRESO, BAÑO DE VISITA, SALA COMEDOR,COCINA, CANTINA, HABITACIÓN PRINCIPAL CON BAÑO Y CLOSET, PATIO DE SERVICIO. PLANTA ALTA: SALA DE TV MUY AMPLIO, HABITACIÓN CON BAÑO, 2 RECAMARAS SECUNDARIAS, BAÑO COMPLETO Y TERRAZA. CENTRO MEDICO NACIONAL DE OCCIDENTE IMSS A 8 MIN. ESCUELAS PRIVADAS Y PUBLICAS, MERCADOS MUNICIPALES, IGLESIAS, CENTROS COMERCIALES MUY CERCANOS. VIALIDADES IMPORTANTES: AV. BELISARIO DOMINGUEZ, CALZADA INDEPENDENCIA, AV. CIRCUNVALACIÓN NORTE Y PERIFÉRICO NORTE.",357m²,367m²,Publicado hace 9 días,
"Casa en Venta en Insugentes, Guadalajara",carlota nuñez,"MN 900,000","Casa en venta con gran ubicación. Cuenta con 3 habitaciones, 2 baños, sala comedor. Iluminada y recientemente pintada. (YM/5)",98m²,56m²,Publicado hace 81 días,
Excelente Propiedad Para Casa U Oficina en El Bethel –horeb,horeb 2744,"MN 3,300,000","PLANTA BAJA Cochera para 4 autos, recibidor, sala muy grande, comedor independiente, cocina integral de madera, cuarto de alacena con entrepaños de madera, patio o salón techado, medio baño, bodeguita debajo de escalera, 2 recamaras PLANTA ALTA 4 recamaras, la principal con baño completo y vestidor, las 3 secundarias comparten baño completo, una de las recamaras secundarias cuenta con cuarto de estudio pequeño. Star de tv, área de lavado.",349m²,320m²,Publicado hace 96 días,54940409
"""Venta de Casa""",Isla Java Jardines Del Sauz Guadalajara Jalisco,"MN 1,400,000","Ubicación:Isla Java Jardines Del Sauz Guadalajara Jalisco Ver datos Cuenta con todos los servicios. Para más detalles contáctenos en horario de oficina de 9am a 4 pm a los siguientes teléfonos: clave lada: 01 55 Ver datos, Ver datos, Ver datos, Ver datos",1,120m²,Publicado hace 5 días,
"Hermosa Casa en Venta en Circunvalacion $4'295,000j. del Country",CIRCUNVALACION,"MN 4,295,000","HERMOSA CASA EN VENTA EN JARDINES DEL COUNTRY, POR AVENIDA CIRCUNVALACION REMODELADA AL 100% CONSTRUIDA EN 3 NIVELES !!!!!EN PLANTA BAJA CUENTA CON 2 ESTACIONAMIENTOS, SALA-COMEDOR AMPLISIMAS, COCINA INTEGRAL, JARDIN, 1/2 BAÑO PARA VISITAS, Y BODEGA EXTERNA. EN 2DO. PISO CUENTA CON 3 RECAMARAS, LA PRINCIPAL CON VESTIDOR Y BAÑO, Y LAS OTRAS 2 SECUNDARIAS, Y EN 3ER. NIVEL, CUARTO DE LAVADO Y CUARTO DE SERVICIO CON BAÑO. UNA RECAMARA SECUNDARIA CUENTA CON TERRAZA, Y LA OTRA CON BALCON, RECIBIDOR EN PLANTA BAJA, ILUMINACION LED, BARRA DE GRANITO EN LA COCINA, BODEGA EN AREA DE COMEDOR, PORTONES ELECTRICOS, ESCALERAS CON PISO LAMINADO, PISO DE PORCELANATO, PUERTAS DE MADERA BANAK, GUIAS ELECTRIFICADAS Y AIRE ACONDICIONADO EN RECAMARA PRINCIPAL!!!! esta realmente HERMOSA. PARA CITAS, INFORMES Y VENTA SRA. PATY GODINEZ. CEL. Ver datos",240m²,170m²,Publicado hace 65 días,56001826
Casa 2 Niveles en Venta,GIGANTES 3785,"MN 1,990,000","CASA DE DOS NIVELES. PB. SALA-COMEDOR, COCINA INTEGRAL CON CAMPANA Y ESTUFA, PATIO DE SERVICIO, COCHERA CON CANCEL PARA DOS AUTOS . P.A TRES RECAMARAS LA PRINCIPAL CON BAÑO Y CLOSET.",2,140m²,Publicado hace 32 días,
"Casa en Venta en Colonia Americana, Guadalajara, Jalisco",Cruz Verde,"MN 1,942,500","Ref: NEX-Ver datosCasa en venta en la colonia Americana, en zona céntrica de Guadalajara, Jalisco. Casa totalmente remodelada. De amplios espacios, bonito diseño, excelente ubicación. Con una superficie total de 100 metros cuadrados, puede ser utilizada perfectamente para cualquier negocio. Excelente zona de inversión y plusvalía. Cercano a edificio de la UDG. Con centros comerciales y oficinas de gobierno cercanas, a unos minutos del centro. Si deseas mayor información o te gustaría conocer la propiedad, no dudes en comunicarte con nosotros, ya sea vía telefónica o mediante el formulario, y con gusto te atenderemos y resolveremos todas tus dudas.",100m²,100m²,Publicado hace 18 días,
Casa en Venta en Guadalajara Colonia Arcos Vallarta,Lerdo de Tejada 2420,"MN 9,000,000","Casa en Venta en Guadalajara colonia Arcos Vallarta Excelente Ubicación, ideal para Oficinas, consultorios, o negocios, cuenta con sala comedor, recibidor, antecomedor, cocina integral 6 recamaras, 2 baños completos, 2 medios baños, jardín, cuarto de servicio, cuarto de lavado, bodega, 2 niveles y cochera para 6 autos,.",2,222m²,Publicado hace 18 días,
Casa en Venta en La Federacha,,"MN 2,300,000","Venta de casa en calle abundancia #827 ubicada en la colonia La Esperanza ( La Federacha)2 plantas, Cuenta con cochera para 2 autos,Sala, Comedor, Cocina, 3 baños,5 recamaras amplias, Star de TV.",280m²,130m²,Publicado hace 106 días,
Venta Casa en Condominio Cerca Zoologico Guadalajara,,"MN 2,250,000","BONITAS CASA EN VENTA EN CONDOMINIO CERCA DEL ZOOLOGICO GUADALAJARA 3 RECAMARAS, PRINCIPAL CON BAÑO COMPLETO 2 Y 1/2 BAÑOS SALA COMEDOR COCINA INTEGRAL CON BARRA DE GRANITO ÁREA DE SERVICIO JARDIN COCHERA 2 AUTOS 142 MTS DE CONSTRUCCION 99 MTS DE TERRENO (6 X 16.5) LIC. RICARDO AYALA CEL. Ver datos",142m²,100m²,Publicado hace 88 días,
Casa en Venta Colonia Insurgentes,Laura Apodaca 284,"MN 1,580,000","Ubicada en una de las zonas más tradicionales de Guadalajara, A unas cuadras de la estación Tetlán del Tren Ligero, a unos minutos del Parque de la Solidaridad. La casa se encuentra en buen estado de conservación, su cocina elaborada en madera color caoba, al igual que sus closets, cuenta con un baño completo en cada nivel y una de las recámaras está en planta baja; el área de lavado está techada con tejabán con un buen ingreso de ventilación, cochera manual para un auto. Las avenidas cercanas como vías de acceso son Francisco Huizar, Medrano, Javier Mina y Mercedes Celis.",240m²,114m²,Publicado hace 74 días,
Venta Casa 3 Recamaras Guadalajara Calzada,volcan san francisco,"MN 1,990,100","Casa a 2 cuadras de Calzada Independencia con ahorro Energético 1. Viviendas de 2 niveles 2. Casas de 3 recámaras) 3. Viviendas cero GAS. 4. 100% eléctricas 5. Losa de azotea con aislante térmico de poliestireno. 6. Ventanería de aluminio color negro y cristal 6mm. 7. Cisternas individuales con bombas sumergibles 8. Tanque hidroneumático. 9. Calentadores solares de agua en azotea con termotanque 150 lts. 10. Calentador eléctrico de respaldo 11. Piso y zoclo en toda la casa. 12. Cocina integral con cubierta de granito y parrilla eléctrica. 13. Azulejos, muebles y accesorios en baños. 14. Puertas principales de madera. 15. Cochera para dos autos techadas 16. Péneles fotovoltaicos generadores de energía eléctrica en azotea 17. Preparaciones para Aire Acondicionado Un Plus en El Servicio: 1. Caseta de vigilancia 2. Sistema de plumas automáticas 3. Portones automatizados 4. Páneles fotovoltáicos para alimentar todos los servicios condominales 5. Planta de tratamiento de aguas residuales 7. Separación de aguas pluviales 8. Riego de áreas verdes 9. Áreas verdes 10. El proyecto contará 350 árboles y jardines 11. Puntos limpios en los 3 condominios (Espacios destinados al depósito y separación de los residuos sólidos para su reciclaje) 12. Playas de estacionamiento y calles de circulación vehicular adoquinadas 13. Alumbrado tipo LED de bajo consumo de energía. Agenda tu visita al Ver datos con La Asesora Certificada Katy Bravo O envía un whatsapp con sus datos (Nombre completo y Fecha de nacimiento) y se le agenda su visita.",123m²,74m²,Publicado hace 3 días,
Gran Oportunidad! Hermosa Casa en Providencia,CIRCUNVALACION VALLARTA,"MN 7,500,000","HERMOSA CASA DE 2 PISOS CON PERFECTA UBICACIÓN CARCA DE AVENIDAS PRINCIPALES, MUY CERCA DE PLAZA SAO PAULO",200m²,208m²,Publicado hace 67 días,
Hermosa Casa en Venta en La Colonia Monraz,,"MN 15,500,000","HERMOSA CASA EN VENTA EN LA COLONIA MONRAZ CON UNA UBICACIÓN, MAGNIFICA DE UN SOLO NIVEL COCHERA PARA 10 CARROS, UN AGRADABLE RECIBIDOR, ESPACIOSA SALA, COMEDOR, ANTECOMEDOR , COCINA INTEGRAL , MEDIO BAÑO, DESPACHO, 3 RECAMARAS COMPLETAS LA PRINCIPAL CON AREA DE TV EL BAÑO CON JACUZZI , ÁREA DE JARDÍN , CUARTO DE SERVICIO COMPLETO, BODEGA, CAVA , LA CASA CUENTA CON UN DEPARTAMENTO DE VISITAS, LA CASA ESTA EN BUEN ESTADO DE CONSERVACIÓN .",533m²,800m²,Publicado hace 111 días,
Casa en Centro Historico Atras de Hospital Civil Viejo,VENUSTIANO CARRANZA 411,"MN 2,650,000","Bonita Casa recien Remodelada con Cochea para un auto, sala, comedor, cocina integral con granito, 2 recamaras con baño completo, y P.A. tiene una recamara con baño completo y vestidor, area de lavado y patio de servicio, totalmente se le cambio el drenaje, aluminio, tuberias, y carpinteria.",130m²,120m²,Publicado hace 133 días,
Oportunidad Finca Uso de Doble Proposito en Analco,,"MN 1,785,000","OPORTUNIDAD FINCA USO de DOBLE PROPOSITO EN ANALCO Terreno 280 Mts. Construcción 420 Mts. Precio $ 1´785,000.00 Por su diseño este se puede utilizar como; Casa habitación y/o dúplex, (departamento P.B. y otro en P.A) Cuenta con doble Ingreso independiente, cochera cerrada para 2 autos, 5 recamaras, 3 baños, Cocinas, Sala Comedor, Patio de servicio, Bodega y/o nave de (82 mts. Cuadrados con altura de 3.20 Mts). Actualmente, por su nave y 6 oficinas se utiliza como fabrica; por lo que está adaptada para ; Fabrica, Taller de costura, Centro y distribución de productos, Refaccionaria, Zapatería etc. Cuenta con; Alarma, Boiler, Bomba, Tanque estacionario, dos líneas Tel, Tiene Excelente ubicación a una cuadra de Av. Revolución, y dos cuadras de la nueva estación “Analco” de la línea 3 del tren ligero, además de ser una zona que cuenta con todo; Bancos Comercios, Fábricas, Industrias, Mercados, Refaccionarias, Talleres, Colegios, Iglesias, Etc. Para mas información visita nuestra pagina de Facebook: @Boqz asesores",420m²,280m²,Publicado hace 7 días,
Casa 5 de Mayo,Pedro Garcia Conde 864,"MN 1,650,000","Casa de 2 frentes, plantas, ubicada en avenida, zona comercial, 1 cochera, 1 local comercial, alambrado en perímetro de la azotea, tiene opción para ampliar",201m²,105m²,Publicado hace 69 días,55973183
Hermosa Casa en Venta en Reforma,,"MN 1,050,000","HERMOSA CASA EN VENTA EN REFORMA. Terreno: 73 m2 Cobstruccion: 95m2 La casa cuenta con 2 plantas: Planta baja: Sala, comedor, cocina, patio de servicio, 1 baño completo. Planta alta: 3 recamaras, 2 de ellas con closet. $ 1,050,000.00 Para mas informacion visita nuestra pagina de facebook: @Boqz asesores inmobiliarios",95m²,73m²,Publicado hace 7 días,
Casa en Venta Sobre Av Arboledas,Av. Arboledas,"MN 7,350,000","Excelente propiedad ubicada sobre Av. Arboledas casi al cruce con cruz del sur. a 3 cuadras plaza Arboledas. Suelo uso mixto. 490 m2 de terreno 422 m2 de construcción Cochera hasta 4 autos actualmente, con ampliación posibilidad de más. 5 recámaras amplias. Cuarto de lavado Cuarto de servicio 3 baños completos 1 baño completo en cuarto de servicio. Cocina integral Espacio para comedor, antecomedor. Terraza con alberca y cantina Ideal para adecuar consultorios, notaria, despachos, etc.",422m²,490m²,Publicado hace 137 días,
Casa en Preventa en Monraz,Av Mayas 1,"MN 12,200,000",Muy buen proyecto. Coto exclusivo. Sierra Inm. Carlos de la CerdaInformes Ver datos,470m²,250m²,Publicado hace 78 días,
Casa en Col. Beatriz Hernández,Casa en Col. Beatriz Hernández,"MN 1,560,000","Casa con local comercial. PLANTA BAJA: Amplia Sala-Comedor, Cocina, Un baño completo, Dos habitaciones, Terraza techada y Patio con área de lavado. PLANTA ALTA: Recamara principal con closet y baño completo con tina, Amplio estar de T.V. o espacio para usos múltiples con posibilidades de habilitar dos habitaciones mas. A dos cuadras de calle Demóstenes y a 4 cuadras de Av. José María Iglesias, a unas cuadras de Plaza Punto Oriente y a 4 minutos de Gran Terraza Oblatos.Medidas Frente: 6 m Fondo: 16.5 m .mxAsesoría Inmobiliaria Profesional",185m²,100m²,Publicado hace 133 días,
"Oportunidad, Casa Una Sola Planta en Chapalita, Jardines de San Ignacio",San Juan Bosco,"MN 8,700,000","Casa en Venta en Jardines de San Ignacio, excelente ubicación, con 400 mts de terreno, 1 planta, sala, comedor, terraza, 4 recámara; Recámara principal con Baño y Vestidor, secundarias con Clósets de madera comparten baño. 1/2 baño para visitas, el cuarto de servicio con baño se encuentra en un segundo piso. Casa Lista para Remodelarse",347m²,400m²,Publicado hace 24 días,56207152
Casa con Gran Terreno y Espectacular Vista a La Barranca,Jose Mariano Salas,"MN 7,390,000","DISTRIBUIDA EN DOS NIVELES, CON ESPACIOS AMPLIOS, DISEÑO FUNCIONAL Y ESPECTACULARES VISTAS PANORÁMICAS. PLANTA ALTA: -2 HABITACIONES CON CLOSET. -BAÑO COMPLETO. -COCINA INTEGRAL. -SALA COMEDOR. -TERRAZA. -CUARTO DE LAVADO. -ÁREA DE JARDÍN. -ÁREA DE COCHERA CON ESPACIO PARA 3 AUTOS, BODEGA Y BAÑO. PLANTA BAJA -HABITACIÓN PRINCIPAL CON VESTIDOR Y BAÑO COMPLETO CON TINA. -ESTANCIA. -JARDÍN POSTERIOR CON ÁREA DE USOS MÚLTIPLES CON PLANCHA DE CONCRETO COLINDANTE CON LA BARRANCA.",581m²,1189m²,Publicado hace 109 días,55102079
"""Venta de Casa""",Rio Ameca Atlas Guadalajara Jal Jalisco,"MN 1,200,000","Ubicación:Rio Ameca Atlas Guadalajara Jal Jalisco Ver datos Cuenta con todos los servicios. Para más detalles contáctenos en horario de oficina de 9am a 4 pm a los siguientes teléfonos: clave lada: 01 55 Ver datos, Ver datos, Ver datos, Ver datos",1,90m²,Publicado hace 18 días,
"""Venta de Casa""","Articulo 123,El Rosario Guadalajara Jalisco 44890","MN 1,100,000","""Venta de casa"" Ubicación: Articulo 123,El Rosario Guadalajara Jalisco Ver datos Cuenta con todos los servicios. Para más informes contáctenos a los siguientes teléfonos, En horario de 9am a 4pm de lunes a viernes. Lada 01 55 Ver datos, Ver datos, Ver datos, Ver datos",200m²,290m²,Publicado hace 39 días,
Casa de Remate Bancario en Guadalajara,Isla Salinas,"MN 941,621","¡CASA DE RECUPERACIÓN BANCARIA, EXCELENTE OPORTUNIDAD PARA INVERTIR EN SU FUTURO, CON GRANDES CONDICIONES DE VENTA, EXCELENTE UBICACIÓN Y GRANDES BENEFICIOS! CESIÒN INMEDIATA Y LO MEJOR ES EL PRECIO QUE SE DIVIDE EN DOS EXHIBICIONES: $ 941.621,02 EL PRIMER PAGO ES DE: $ 280.000,00 Y SE PAGA EL DÍA DE LA FIRMA DE CONTRATO EL SEGUNDO ES DE: $ 661.621,02 Y SE PAGA AL FIRMAR CON EL NOTARIO -NO SE ACEPTA NINGÚN TIPO DE CRÉDITO- INVERSIÓN GARANTIZADA EN CONTRATO",140m²,100m²,Publicado hace 91 días,
Casa en Venta Colonia Aaron Joaquin,EDUARDO ZEPEDA 2342,"MN 1,480,000","MAGNIFICA OPORTUNIDAD, BONITA CASA CON AMPLIOS ESPACIOS, EXCELENTE UBICACIÓN, MUY CERCA DE PLAZA PUNTO ORIENTE, DE LA LUZ DEL MUNDO. PLANTA BAJA: COCHERA DOS AUTOS, SALA, COMEDOR, MEDIO BAÑO, AMPLIO PATIO PLANTA ALTA: 3 RECAMARAS, UN BAÑO, AMPLIO ESTAR DE TV, CUARTO DE LAVADO",196m²,120m²,Publicado hace 53 días,
"Casa en Venta Chapultepec Country, Guadalajara, Jalisco",,"MN 5,350,000","Casa con excelente ubicación, en esquina, superficie de terreno 300 metros y 265 metros de construcción. Planta Baja: jardin exterior, estacionamiento para 2 automóviles, recibidor, sala, comedor, estudio, medio baño, Planta alta: Distribuidor, 5 Recamaras con closet, 1 Baño completo, terraza descubierta",265m²,300m²,Publicado hoy,
Casa en La Mejor Ubicación de La Colonia Americana,Av. La Paz 1728,"MN 12,900,000","Amplia casa en la mejor esquina de la colonia Americana sobre avenida la Paz con uso de suelo mixto y un excelente flujo de coches. Con bancos, restaurantes, hospitales y todos los servicios cerca.",5,422m²,Publicado hace 31 días,
